Title,Title_URL,Image,Info,badgetext,ratingdate,partial_entry,View,Number,note,viamobile,talnk
Good lunch,https://www.tripadvisor.com.au/ShowUserReviews-g3331148-d11680629-r674896511-Thaiger_Rabbit-Abbotsford_Yarra_Greater_Melbourne_Victoria.html,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",G2Kpauly,"1,178 reviews",Reviewed 19 May 2019 ,I went here for lunch today for a friend's Birthday. Food and service was good. No complaints. Nice and spicy Thai food.,Date of visit: May 2019,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,
So Delicious ,https://www.tripadvisor.com.au/ShowUserReviews-g3331148-d11680629-r674150931-Thaiger_Rabbit-Abbotsford_Yarra_Greater_Melbourne_Victoria.html,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",998christinew,329 reviews,Reviewed 15 May 2019 ,"We were in a hurry to get some dinner, as we were needing to travel. We decided to try Thaiger Rabbit, thinking we might just get take-away , but when we got inside the restaurant, we felt it looked so inviting we decided to eat...in. 
  We were able to get a table and staff were very obliging. We ordered and our meals came promptly. We were amazed with the flavours, everything was so Delicious. 
   I can’t wait to return in the near futureMore",Date of visit: May 2019,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,More
NEVER GO HERE EVER WASTE OF TIME & MONEY!!!!!!!!,https://www.tripadvisor.com.au/ShowUserReviews-g3331148-d11680629-r663873486-Thaiger_Rabbit-Abbotsford_Yarra_Greater_Melbourne_Victoria.html,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",lewisqueen,1 review,Reviewed 5 April 2019 ,"Extremely slow service - takes about an hour to make your food. Staff are incredibly rude, just stand there on the phone and don't help anyone. Was charged $14 for roti bread for them to tell me peanut sauce is not included - when it...is very visible on their menu - did not realise this until I got home to eat my food. So many better thai places on Victoria Street! Save yourself time, money and food quality and never go here or give them your business.More",Date of visit: April 2019,2  ,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
Best Thai Food I’ve Ever Had,https://www.tripadvisor.com.au/ShowUserReviews-g3331148-d11680629-r654452322-Thaiger_Rabbit-Abbotsford_Yarra_Greater_Melbourne_Victoria.html,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",RosaL2832,2 reviews,Reviewed 24 February 2019 ,"Loved this place. Great interior and service, however note that it’s cash only. Had the best green thai curry i’ve had ever... seriously good stuff here! Highly recommend",Date of visit: February 2019,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,
"Amazing food, fantastic service, a must try",https://www.tripadvisor.com.au/ShowUserReviews-g3331148-d11680629-r640971865-Thaiger_Rabbit-Abbotsford_Yarra_Greater_Melbourne_Victoria.html,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Dennis919,132 reviews,Reviewed 22 December 2018 ,"I have been to a few Thai restaurants in my time, and this is certainly a great restaurant to visit.

They have all the traditional Thai photos and decorations, with staff who are amazingly helpful and friendly.

They have a wide range of Thai food...and drinks, all reasonably priced.

The food is very fresh, very well presented and tastes amazing.

A great little restaurant for a true, authentic Thai experience.

Highly recommended. 10/10.More",Date of visit: December 2018,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
"Do yourself a favour, and don't bother !",https://www.tripadvisor.com.au/ShowUserReviews-g3331148-d11680629-r635138004-Thaiger_Rabbit-Abbotsford_Yarra_Greater_Melbourne_Victoria.html,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Bigjules53,47 reviews,Reviewed 23 November 2018 ,"I trawled up and down Victoria Street, seeking inspiration for a late lunch.
I ate Vietnamese last time, & Korean before that, so decided to give Thai a go.
I stumbled on Thaiger Rabbit, there appeared to be some Thai people eating there, so gave...it a go.
What a huge mistake !
I ordered a dish of rice noodles with chicken & vegetables.
The overall dish was totally tasteless (I would have thought this was impossible with Thai food), & there were NO condiments on the table to beef things up.
There were exactly THREE pieces of chicken.
The meal was delivered with knife and fork, with the obvious assumption that as a WASP, I would be incapable of using chopsticks.More",Date of visit: November 2018,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
Real Thai Traditional Food,https://www.tripadvisor.com.au/ShowUserReviews-g3331148-d11680629-r619773752-Thaiger_Rabbit-Abbotsford_Yarra_Greater_Melbourne_Victoria.html,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",Tom_C1985,2 reviews,Reviewed 26 September 2018 ,Have a dinner here every times when we visited Melbourne. Great Food ! Friendly Service. Will be back again :),Date of visit: June 2018,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,
Real Thai Food in Yarra,https://www.tripadvisor.com.au/ShowUserReviews-g3331148-d11680629-r605830182-Thaiger_Rabbit-Abbotsford_Yarra_Greater_Melbourne_Victoria.html,"data:image/gif;base64,R0lGODlhAQABAAAAACH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",758paulq,37 reviews,Reviewed 13 August 2018 ,"My wife and I had a wonderful Thai lunch at 391 Victoria Street in Melbourne’s Abbotsford. They say genuine Thai food since 1996. And genuine it is. Hooray, the food hasn’t been destroyed by catering to the ‘Aussie taste’.

The decorations and tidiness and cleanliness...are all beaut too.More",Date of visit: August 2018,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,More
Cash in hand restaurant,https://www.tripadvisor.com.au/ShowUserReviews-g3331148-d11680629-r575815338-Thaiger_Rabbit-Abbotsford_Yarra_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ee/10/default-avatar-2020-8.jpg,H6870NLsamt,52 reviews,Reviewed 26 April 2018 ,"We were here for dinner and our bill was more than $300.
They refused card payment and stated cash payment only. ( only accept card payment for lunch and take away)
A big thumb down .must be tax cheating restaurant 
We are very very disappointed...More",Date of visit: April 2018,1  ,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,More
Best curry ever,https://www.tripadvisor.com.au/ShowUserReviews-g3331148-d11680629-r528441814-Thaiger_Rabbit-Abbotsford_Yarra_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ee/db/default-avatar-2020-10.jpg,Bronwyn717,9 reviews,Reviewed 30 September 2017 ,Portion sizes fantastic and amazing flavours. The best Red Thai Curry I have ever eaten.  Just needed to be patient as meals didn't come out at the same time.,Date of visit: September 2017,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,
Wow a must try,https://www.tripadvisor.com.au/ShowUserReviews-g3331148-d11680629-r528441803-Thaiger_Rabbit-Abbotsford_Yarra_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/05/84/94/a7/paul-w.jpg,Paul W,53 reviews,Reviewed 30 September 2017 ,"Excellent food great Thai

8 of us eight here and all have different meal all great

Thai red curry unreal
green curry the best ever
Stir fry seafood very good

Not a little bit left on any plates 

Spring rolls good

Grand Final night and...More",Date of visit: September 2017,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,More
Pleasantly Surprised,https://www.tripadvisor.com.au/ShowUserReviews-g3331148-d11680629-r494441064-Thaiger_Rabbit-Abbotsford_Yarra_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/f0/d5/default-avatar-2020-17.jpg,Mia J,6 reviews,Reviewed 20 June 2017 ,"My partner and I were looking for a quick bite and came into this restaurant as the interior looked cool. Service was fast and well priced and absolutely delicious! I had a larb gai salad which looked small but was deceivingly filling, my partner had...More",Date of visit: June 2017,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,More
Mediocre,https://www.tripadvisor.com.au/ShowUserReviews-g3331148-d11680629-r473692940-Thaiger_Rabbit-Abbotsford_Yarra_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/1a/f6/ea/b2/default-avatar-2020-69.jpg,lemonlime2017,3 reviews,Reviewed 9 April 2017 ,"Food looked appetizing when it arrived. Portioning was ok for some, less for others. Main gripe is after a few mouthfuls, every dish seemed to taste the same - salty and sour. If felt as if they had same sauce for every dish we had...More",Date of visit: April 2017,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,via mobile ,More
Featuring thai favorites,https://www.tripadvisor.com.au/ShowUserReviews-g3331148-d11680629-r459864357-Thaiger_Rabbit-Abbotsford_Yarra_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/07/3a/80/86/gerald-tc-l.jpg,GLimTC,170 reviews,Reviewed 15 February 2017 ,"The lunch specials are a hit and miss, but the mains are yummy. Go for the curries and pad see ew. The desserts are yum too !",Date of visit: January 2017,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,
Timing like a fake watch,https://www.tripadvisor.com.au/ShowUserReviews-g3331148-d11680629-r455800412-Thaiger_Rabbit-Abbotsford_Yarra_Greater_Melbourne_Victoria.html,https://media-cdn.tripadvisor.com/media/photo-l/0d/1e/9f/e2/jon-c.jpg,Jon C,61 reviews,Reviewed 30 January 2017 ,"Lovely food on the whole BUT why do we get mains, ....ten minutes later rice.....and then entrees. Get your communications improved between restaurant floor and the kitchen. It was ridiculous.",Date of visit: January 2017,,This review is the subjective opinion of a Tripadvisor member and not of Tripadvisor LLC. Tripadvisor performs checks on reviews as part of our industry-leading trust & safety standards. Read our transparency report to learn more.,,
